,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,Class,CoinName
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.14129930812303368,-1.2958747766204264,0.13608123618584353,2,UnitedBitcoin
ITZ,C11,PoW,11916588.09471,23000000.0,-0.19682330998730313,-1.1381225445740342,0.17005472878472422,2,Interzone
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.34794514309212815,1.7028439282958054,-0.22155764972078756,0,TokenPay
MCT,Ethash,PoS,1618033.0,1618033.0,-0.27726076145943207,-0.011511852917577003,0.10745745649623743,0,1717 Masonic Commemorative Token
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.27772963554346347,0.08967031064684194,-0.27837949278732016,0,My Big Coin
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.03814768634365,-2.663586608107263,0.2085561785637266,2,TurtleCoin
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.14991890421153814,-2.158394453666446,0.3410155445749685,2,MUNcoin
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.3291859612198268,0.8947351647470154,-0.479516530361622,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.305596028969719,-2.2291342104844536,0.37378271454797224,2,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.024266273028034895,-1.1585289837117374,0.009700649654215453,2,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.15112579753086375,-2.1812605500117175,0.43534561277187667,2,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.1630567693024958,-1.1583641568401097,0.15025281155877826,2,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.2192078806036932,1.6168884974805446,-0.33467202563071,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.22249780116923545,5.085585030711886,3.8721968754240432,0,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.3724343602767741,4.187533066114452,4.517965227814007,0,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.16833277372330793,-1.158417249445549,0.016442122575515503,2,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.1387124375762166,-1.1603793383261516,0.0061321821217514005,2,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.22152025284861623,-0.9179378023244137,0.12256451688370183,2,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.36178819379950167,0.9150200887207314,-0.3257570206566795,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.4395728634799191,5.7402957041329845,8.031696166210368,3,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.39237233404574606,1.1353278858166622,-0.37307050224952565,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.3246260894967378,1.4541711833657867,-0.5943111684836574,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.29105725429008195,0.8235984427863792,-0.2712254284080371,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.32490029990012886,1.671041669204041,-0.19887772551173505,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.1047188366670329,-1.996428315751671,0.39408548397219406,2,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.30964382742798857,-2.2294624992398577,0.3737209556027883,2,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.1685697547697181,-1.1584122768069767,0.016449231894794282,2,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.14214701172972355,-2.0522234288049535,0.5181413864633977,2,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.35429351246762875,1.4505129605514497,-0.5118939033679863,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.33366754113585184,0.8947357869500644,-0.479359178318131,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.3336492554232841,0.8947350204922789,-0.47935963302247,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.15375539861782964,-1.8563559514547439,0.3563865743213374,2,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.2854394312159272,0.8235339045464198,-0.27140704058365683,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.1457658361863413,-2.1650250380039875,0.42698604964670417,2,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.3684356323345874,1.7915804434044564,-0.2722754539106066,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.3607845805365543,1.7435069906629868,-0.1634318539195652,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.3333658107153454,0.8947274421883799,-0.47936773636041574,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.90695197905016,1.9528674320566537,-0.6192762940936063,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.2265479509427985,-0.9178345246301672,0.1227158897899848,2,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.39053276982247376,1.6736617153236482,-0.45812683859910236,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.3609732294207383,1.7435058414859776,-0.1634249420835898,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.3019046047421685,-2.2290412397645825,0.373889651659326,2,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.31741999140427835,0.7789252588013073,-0.10028420114620325,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.28024450753462593,0.8930156755281041,-0.4808149321127074,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.18947927489170327,-0.6026117576259672,-0.016081252490519223,2,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.15187189346837207,-2.1197685595123597,0.3370931303496221,2,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.3004325398724064,1.1556055492596637,-0.5249747036644019,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.15160733965220727,-2.001556431276631,0.2780043789343285,2,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.2915913407692353,0.8236492060438368,-0.27121910577927955,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.1480662881771275,-2.164901452345823,0.4270365940351376,2,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.30583201331321025,-2.229314852279166,0.37381871651132237,2,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5799679224397228,-2.209345491227987,0.334528777755286,2,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.110117886517799,-2.2949468526168144,0.32650107479056795,2,Newton Coin
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.13680385668964326,0.8946097789607823,-0.48624703135142744,0,Swisscoin
XT3,Scrypt,PoS,7630000.0154,44000000.0,-0.2918434031837467,0.8236271042593253,-0.2712048274430466,0,Xt3ch
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,-0.14817818014181486,-2.0073717150705965,0.3192409135521927,2,MassGrid
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,-0.35038090826050744,1.7732310418363715,-0.6191528696854819,0,TheVig
PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,0.3155079809472843,-2.2292485064807113,0.3734623869197809,2,PluraCoin
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,-0.3328399326746495,0.8947079215390105,-0.47938143157913676,0,EmaratCoin
DKD,X15,PoS,30284196.369129,90000000.0,-0.19697277741217653,1.8035234736401675,-0.37857305144123815,0,Dekado
LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,2.2309034716573795,-0.11591782057605192,-0.30630065032518855,2,Lynx
POSQ,Quark,PoS,2716264.95302831,650000000.0,-0.34756664274415494,1.6023015071236328,-0.24995094563044287,0,Poseidon Quark
BWS,SHA-256,PoS,57811001.000889,100262205.0,-0.2637519056964673,0.6861536355779492,-0.1515989891878963,0,BitcoinWSpectrum
MUSE,DPoS,PoS,18194936.0,18081806.0,1.021420979896384,1.7367014727762258,-0.35979759111273707,0,Muse
XMN,X16R,PoW,8125865.02097646,22075700.0,-0.19405685100767822,-1.203110910819868,0.18736592551997477,2,Motion
PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,-0.17163142261663242,-2.12102636366886,0.5008698173268716,2,PlusOneCoin
AXE,X11,PoW,4993030.69736615,21000000.0,-0.22743534943984622,-0.9178102747913994,0.1227411309481073,2,Axe
TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,-0.358207301941994,0.8500154696174254,-0.3084704616700775,0,Trivechain
DTEM,Quark,PoS,7082392.24744494,21000000.0,-0.3519712870431825,1.6025916836333487,-0.2498672997840028,0,Dystem
GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,-0.39354849751443133,1.6736913471986476,-0.4580281172959556,0,Giant
PNY,Scrypt,PoS,1042012.45227735,16880000000.0,-0.1726002414313705,0.8159093137455771,-0.2735031169157582,0,Peony Coin
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,-0.34311342304680725,0.8949760474245372,-0.3450769861980659,0,Absolute Coin
VITAE,Quark,PoS,66053877.6256106,100000000.0,-0.3506909831184452,1.6025817715700634,-0.24990986535879525,0,Vitae
HEX,Scrypt,PoW,1416663.06600024,22105263.0,-0.16859433720068712,-1.1584139661875161,0.016450510098568752,2,HexCoin
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,-0.32654571024141593,0.8942809580651435,-0.47949794457535594,0,TPCash
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,-0.13974897325031985,-2.1038479362311575,0.3378133201777271,2,Webchain
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.15024680050451222,-2.2065694590880494,0.3739344086730735,2,Ryo
URALS,XEVAN,PoW,14746153.0962884,210000000.0,-0.1584571386894122,-0.5990324182543673,-0.09852678565079079,2,Urals Coin
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,3.1022310127547397,-2.249436821395969,0.2557150197929809,2,Qwertycoin
ARE,X11,PoS,19269509.94,55000000.0,-0.35050012072180964,1.0642288430134916,-0.16492020479777467,0,ARENON
EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,-0.39184572950981117,1.1353291808211343,-0.3730893272570662,0,EUNO
MMO,Scrypt,PoS,107763867.917675,260000000.0,-0.2890892823912915,0.8235727634577131,-0.27128829566657764,0,MMOCoin
KETAN,PoS,PoS,9327131.59708692,210000000.0,-0.3600732212217393,1.743445491579624,-0.16344177422440015,0,Ketan
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.10115131874994399,-1.2959006737599565,0.1346765899744303,2,Project Pai
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,-0.3468368911028928,0.9606533190476615,-0.39188222865216066,0,XDNA
PAXEX,X11,PoS,4504639.0,100000000.0,-0.35036155562989857,1.0642016404704806,-0.1649184042515532,0,PAXEX
AZART,X11,PoW,5015881.37315389,25000000.0,-0.22740672065342524,-0.9178120975471274,0.12274057175495966,2,Azart
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,-0.1931772970267347,0.8869610553893178,-0.48239023142854043,0,ThunderStake
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.3030315771064406,1.218926212722027,-0.14953581853433576,0,Kcash
XCG,X16R,PoW,9753753.61515394,100000000.0,-0.19348468315060185,-1.2031458928175187,0.18735439476509647,2,Xchange
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.37060130127703855,4.840683143204061,11.911528834423859,3,Acute Angle Cloud
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.04952255438249419,-1.8579503292893367,0.35311428408931345,2,CrypticCoin
BTXC,XEVAN,PoS,6787405.18013774,50000000.0,-0.2831684941883787,1.383085685138272,-0.38614962062676955,0,Bettex coin
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.1474641457261679,-2.1649321688858243,0.42702296388350913,2,Actinium
BSV,SHA-256,PoW,17992514.6469233,21000000.0,-0.14131994862454966,-1.295876127693883,0.1360822928938684,2,Bitcoin SV
BITM,XEVAN,Pos,208515864.367343,70000000000.0,0.47963026017974386,1.3330180517535108,-0.6732612648760816,0,BitMoney
JMC,X11,PoS,17209923728.3266,0.0,-0.1408880683536202,1.0719173646874118,-0.1741723172638597,0,Junson Ming Chan Coin
FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,0.38165284162919644,-2.231910188321522,0.37179041069506547,2,FREDEnergy
HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,-0.39284322201568284,1.673682065644126,-0.45805062817081293,0,HerbCoin
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.14523209587250255,-2.15345044160053,0.40669325855325417,2,Universal Molecule
LIT,Blake,PoW,15846721.2482747,25228800.0,-0.1456240136522594,-2.1534074719696923,0.40669649577308437,2,Lithium
PIRATE,Equihash,PoS,13475920.0,105000000.0,-0.2776945441036406,0.1256505421076411,0.06876396822567361,0,PirateCash
EXO,Exosis,PoW,406091.925,21000000.0,-0.15429889607534145,-2.1351925663684157,0.28666246008596824,2,Exosis
BLTG,Scrypt,PoW,35284717.173946,120000000.0,-0.16748678324660007,-1.1584437271991523,0.01641888300987012,2,Block-Logic
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,-0.33336977484634545,0.8947337493335602,-0.4793691436316268,0,Oduwa
BEAM,Equihash,PoW,35687520.0,262800000.0,-0.15282466737991943,-1.8564601994732808,0.3563794267838291,2,Beam
GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,-0.393299275343543,1.673690488034548,-0.45803666550306593,0,Galilel
BTH,Equihash,PoW,25150787.5,30886000.0,-0.15459705429932527,-1.8563586253411233,0.3564168098844106,2,Bithereum
CSPN,Quark,PoS,1934701.67524713,13370000.0,-0.3520882484202507,1.6025928852124538,-0.24986348383182005,0,Crypto Sports
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,0.5730075197885687,0.8742023741778283,-0.5061891227816386,0,Credit
SLC,QuBit,PoW,12925790.4226959,100000000.0,-0.18763102936965423,-1.4253560074645761,0.12432284019885456,2,SLICE
DASHP,X11,PoS,715659.44237941,19700000.0,-0.3509769610390826,1.0642367477185342,-0.1649053846307847,0,Dash Platinum
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,-0.3328527938702377,0.8947074522124965,-0.4793808644892074,0,Nasdacoin
BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,-0.31908251287022094,1.4540580562613157,-0.5944782566847442,0,Beetle Coin
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,-0.30510864551681616,1.7713704540711874,-0.6202877190273517,0,Titan Coin
AWR,X11,PoW/PoS,15420234.5389336,420000000.0,-0.3894109149034965,1.1351527904863012,-0.3731316454433423,0,Award
BLAST,SHA-256,PoW,52293836.6277958,64000000.0,-0.14059616337732325,-1.2958805408417138,0.1360579377023703,2,BLAST
XRC,X13,PoW,1170292.5,2100000.0,-0.10418182635326823,-0.36489635184263025,-0.04679051987301096,2,Bitcoin Rhodium
GLT,SHA-256,PoW,84613099.9999955,168000000.0,-0.13946425902118859,-1.2959137899280295,0.13602631014069536,2,GlobalToken
INSN,X11,PoW/PoS,23775960.3207514,30000000.0,-0.3920729309977109,1.135335227199129,-0.3730828249334667,0,Insane Coin
ALX,DPoS,DPoS,1000000000.0,1000000000.0,3.7448978581228483,1.8768130970345116,-0.5861523285951288,0,ALAX
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,0.10149649153116527,0.8855274553522691,-0.4923949716524015,0,LiteDoge
SLR,Scrypt,PoW,55565076.3863525,98100000000.0,0.5271854302810952,-1.203332605579698,0.003012016386649839,2,SolarCoin
TRK,X11,PoW/PoS,242574105.22384,0.0,-0.3896127046319113,1.1354465109793213,-0.3731965774704074,0,TruckCoin
UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,-0.10936653738916739,-1.642001916479968,0.2708309592389724,2,UFO Coin
OC,Scrypt,PoW/PoS,3537150.0,200000000.0,-0.3322384416511953,0.8946467143801006,-0.47938756215888606,0,OrangeCoin
BLC,Blake,PoW,23356790.1494191,7000000000.0,-0.09609920458390422,-2.156600212207459,0.40573885146687944,2,BlakeCoin
BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,-0.33306323443297625,0.8947210952913318,-0.4793768140315813,0,BitstarCoin
NEOS,SHA-256,PoS,4392258.24647793,21000000.0,-0.2649662354042937,0.6861661431167428,-0.15155937871219063,0,NeosCoin
HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,-0.3335814785161981,0.8947410781198214,-0.4793635004394723,0,HyperCoin
PINK,X11,PoW/PoS,436353624.490312,500000000.0,-0.3837017795078387,1.1353037770156342,-0.373369316123867,0,PinkCoin
CESC,Scrypt,PoW,780210700.0,1000000000.0,-0.15214981043795045,-1.1585148983923472,0.015897318906829088,2,Crypto Escudo
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,-0.24730064906178467,0.8903625063022971,-0.48132215029734066,0,AudioCoin
NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,-0.08612024988222287,0.7651769052174309,-0.36940684370494786,0,IncaKoin
PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,-0.3794509234371026,1.135100464358717,-0.37346885719349665,0,Piggy Coin
CRW,SHA-256,PoW,22986929.0854247,42000000.0,-0.14111010099951674,-1.2958835242103206,0.13607673154047584,2,Crown Coin
GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,-0.3328598596737524,0.8947566581920842,-0.47939268207820296,0,Genstake
SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,0.5470016445299484,-1.1681281764195321,-0.006316984416064585,2,SmileyCoin
MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,-0.32592502003311585,0.8947337282840294,-0.47963078352946087,0,XiaoMiCoin
GRS,Groestl,PoW,73298203.8873662,105000000.0,-0.20260866378244963,-1.1958688696343884,0.1544091879788636,2,Groestlcoin
CPC,X11,PoW/PoS,201364327.427503,208000000.0,-0.38864194390621026,1.135332827325367,-0.3732028181049905,0,CapriCoin
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,-0.33129929823029813,0.8947096599723005,-0.47943600328648067,0, ClubCoin
RADS,PoS,PoS,3821245.74150193,9000000.0,-0.36156505087215957,1.7435351424890102,-0.16341132755511042,0,Radium
BTA,Scrypt,PoW,5052555.91981545,5000000.0,-0.16867115297676136,-1.158404507125058,0.01645089030095224,2,Bata
PAK,Scrypt,PoW,69684455.4387001,182000000.0,-0.16662713494435122,-1.1584568029499982,0.01639187710437628,2,Pakcoin
CRB,X11,Proof of Trust,16901016.6609755,16504333.0,-0.37785918793389467,0.5284635477129765,0.23700106153521847,0,Creditbit 
OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,-0.30496297859721355,0.7572519021210603,-0.3597723319958865,0,OKCash
LSK,DPoS,DPoS,120012140.0,159918400.0,3.7281938809992026,1.8768057677730028,-0.5855634719971234,0,Lisk
XHI,Scrypt,PoS,10000244677.7002,10008835635.0,-0.09914826159878849,0.8235154101470354,-0.27794968745255566,0,HiCoin
XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,-0.32849439849904555,0.8947116540705198,-0.4795350701454542,0,WhiteCoin
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,-0.3489294135931297,0.4112402235518001,-0.22238345254647962,0,FriendshipCoin
J,Multiple,PoW,3332922.5,2800000.0,-0.12580989027671075,-1.7185866096269593,0.3146900086783373,2,JoinCoin
TRI,X13,PoW/PoS,140777.753365,120000.0,-0.2691392574516664,1.688245349503382,-0.5426023027138107,0,Triangles Coin
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,-0.1227634765257152,-2.1791095501533198,0.35292688010962187,2,Vollar
EOS,DPoS,DPoS,1020544523.0722,0.0,3.7380614206400224,1.8772804910028096,-0.5860266735709542,0,EOS
RCC,Ethash,PoW,24487944.0958204,24487944.0,-0.15333914768715032,-1.9935604712706012,0.3950910082625642,2,Reality Clash
OXY,DPoS,DPoS,1122382283.37,0.0,3.739305475624946,1.8773258886476492,-0.5860815278066062,0,Oxycoin
TCH,SHA-256,PoS,1000000000.0,1000000000.0,-0.24586526852797086,0.6861613565232005,-0.1522295062840982,0,TigerCash
WAVES,Leased POS,LPoS,100000000.0,100000000.0,-0.4025316805273694,2.9372861001112045,21.300620306726145,3,Waves
PART,PoS,PoS,9283137.5558676,8634140.0,-0.36150092113863386,1.7435377449630862,-0.16341421954617485,0,Particl
BTT,TRC10,DPoS,989988713439.649,990000000000.0,34.05778718409582,1.9692891661925074,-1.9884587923334884,1,BitTorrent
NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,-0.40287267942614075,2.0185387824607055,0.05361803275181229,0,Nxt
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,2.4779620330349856,0.8262728060645781,-0.3785965165119615,0,ZEPHYR
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,-0.33174488274865926,0.8946288818193586,-0.4794005354654267,0,Gapcoin
BDX,CryptoNight,PoW,980222595.0,1400222610.0,0.32347693228447844,-2.2292446125119376,0.3731813641838594,2,Beldex
ZEN,Equihash,PoW,7296537.5,21000000.0,-0.15488522881617517,-1.8563620543635968,0.356427778583758,2,Horizen
XBC,Scrypt,PoS,128326.99633965,1000000.0,-0.29223980262842136,0.823643464262053,-0.27119490770510923,0,BitcoinPlus
